map_id,md5,map_path,lang_root
singleplayer_02_03-sub3,5ff60f78c3bca5eac66184bb801a7a58,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\singleplayer_02_03-sub3,
singleplayer_02_03-sub3,5ff60f78c3bca5eac66184bb801a7a58,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_02_03-sub3,
singleplayer_02_04,b5ee90b8b2b6c02e59ddca2499f8fc64,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\singleplayer_02_04,
singleplayer_02_04,b5ee90b8b2b6c02e59ddca2499f8fc64,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_02_04,
singleplayer_02_05,b650c1ee142d0a9bf6ec940b360426e6,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\singleplayer_02_05,
singleplayer_02_05,b650c1ee142d0a9bf6ec940b360426e6,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_02_05,
singleplayer_02_06,e9975330c4168b42610439baab20db5b,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\singleplayer_02_06,
singleplayer_02_06,e9975330c4168b42610439baab20db5b,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_02_06,
singleplayer_02_07,423cb8eb3f176e1cc36b14361ee54b26,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\singleplayer_02_07,
singleplayer_02_07,423cb8eb3f176e1cc36b14361ee54b26,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_02_07,
singleplayer_03_01,a28160486117a180334348dc14470552,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_03_01,
singleplayer_03_01-sub1,60e068a4b1b7564d03de4618e0552cc6,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_03_01-sub1,
singleplayer_03_02,8bc5867180e2f96233aa6559c19e50fe,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_03_02,
singleplayer_03_03,06d264971a2b5acf3f57cf51e72a7d5d,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_03_03,
singleplayer_03_04,656113510d6a16eee9fed6e3264ea168,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_03_04,
singleplayer_03_05,934084236b91fc8967531876506afb22,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\singleplayer_03_05,
tutorial_001,c75f92f224f0c5dc66a5481af34e7669,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\tutorial_001,
tutorial_001,28db945fe15cae24a5c42cb966f80780,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\tutorial_001,
tutorial_002,48c10184690d0aee18e321d2041acead,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\tutorial_002,
tutorial_002,84b25995bd690505516f1b04562ce5e5,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\tutorial_002,
tutorial_003,03faf96e1ab6c8c8d708da86b1be082f,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\tutorial_003,
tutorial_003,a1d2c56cbffb971fba4a6b1b4059559d,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\tutorial_003,
tutorial_004,ec934bfb5d2b2e61910eaff9d91bbe75,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\tutorial_004,
tutorial_004,1399ae64a2614181ae1c3515b004f9f4,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\tutorial_004,
tutorial_005,b41088f968fbafc578d93bb2ca6f119d,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\tutorial_005,
tutorial_005,b41088f968fbafc578d93bb2ca6f119d,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\tutorial_005,
tutorial_006,95a63fd338fa63a245c6dd97c7a1bc06,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\tutorial_006,
tutorial_006,95a63fd338fa63a245c6dd97c7a1bc06,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\tutorial_006,
tutorial_007,e17b2aa49c88594b1c8f2e1942f198a5,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\tutorial_007,
tutorial_007,3b3960bc810b3db47d36a928a49a51c3,G:\Projects\Cultures_Saga_CN\GAME_5_MAP\GER\tutorial_007,
weinachten_2002,4b725b58c890e01bdbf563326a026228,G:\Projects\Cultures_Saga_CN\GAME_3_MAP\GER\weinachten_2002,
